7		2.17761e+006
7.009		2.20034e+006
7.018		2.19961e+006
7.027		2.23299e+006
7.036		2.23216e+006
7.045		2.2269e+006
7.054		2.22664e+006
7.063		2.19738e+006
7.072		2.27041e+006
7.081		2.278e+006
7.09		2.2293e+006
7.099		2.24881e+006
7.108		2.23119e+006
7.117		2.22269e+006
7.126		2.24583e+006
7.135		2.26996e+006
7.144		2.26521e+006
7.153		2.2814e+006
7.162		2.24593e+006
7.171		2.24646e+006
7.18		2.14279e+006
7.189		2.19927e+006
7.198		2.23599e+006
7.207		2.2369e+006
7.216		2.21665e+006
7.225		2.23923e+006
7.234		2.24021e+006
7.243		2.22368e+006
7.252		2.17931e+006
7.26099		2.2352e+006
7.26999		2.1899e+006
7.27899		2.21151e+006
7.28799		2.13866e+006
7.29699		2.18845e+006
7.30599		2.15661e+006
7.31499		2.19455e+006
7.32399		2.2352e+006
7.33299		2.34237e+006
7.34199		2.26679e+006
7.35099		2.21668e+006
7.35999		2.23493e+006
7.36899		2.27375e+006
7.37799		2.22797e+006
7.38699		2.19133e+006
7.39599		2.25119e+006
7.40499		2.23201e+006
7.41399		2.17172e+006
7.42299		2.23461e+006
7.43199		2.24421e+006
7.44099		2.24558e+006
7.44999		2.2292e+006
7.45899		2.23985e+006
7.46799		2.25174e+006
7.47699		2.24343e+006
7.48599		2.23117e+006
7.49499		2.27405e+006
7.50399		2.38454e+006
7.51299		2.37288e+006
7.52199		2.35003e+006
7.53099		2.30984e+006
7.53999		2.35561e+006
7.54899		2.29132e+006
7.55799		2.35064e+006
7.56699		2.33874e+006
7.57599		2.312e+006
7.58499		2.35374e+006
7.59399		2.32953e+006
7.60299		2.3095e+006
7.61199		2.35386e+006
7.62099		2.34443e+006
7.62999		2.31996e+006
7.63899		2.37901e+006
7.64799		2.34996e+006
7.65699		2.30598e+006
7.66599		2.33308e+006
7.67499		2.37458e+006
7.68399		2.37082e+006
7.69299		2.36658e+006
7.70199		2.3762e+006
7.71099		2.29532e+006
7.71999		2.21279e+006
7.72899		2.19258e+006
7.73799		2.20712e+006
7.74699		2.18281e+006
7.75599		2.22232e+006
7.76499		2.22635e+006
7.77398		2.15224e+006
7.78298		2.13885e+006
7.79198		2.15174e+006
7.80098		2.12821e+006
7.80998		2.12061e+006
7.81898		2.1821e+006
7.82798		2.15783e+006
7.83698		2.07232e+006
7.84598		2.1808e+006
7.85498		2.20153e+006
7.86398		2.17443e+006
7.87298		2.11134e+006
7.88198		3.09614e+006
7.89098		3.04035e+006
7.89998		2.97217e+006
7.90898		3.0427e+006
7.91798		2.9997e+006
7.92698		3.06224e+006
7.93598		3.05224e+006
7.94498		2.98256e+006
7.95398		3.13035e+006
7.96298		3.08505e+006
7.97198		3.05206e+006
7.98098		3.03536e+006
7.98998		2.99801e+006
7.99898		3.03527e+006
8.00798		3.06683e+006
8.01698		3.02981e+006
8.02598		3.08369e+006
8.03498		3.05068e+006
8.04398		3.03104e+006
8.05298		3.18417e+006
8.06198		3.16076e+006
8.07098		3.22459e+006
8.07998		3.14914e+006
8.08898		3.14118e+006
8.09798		3.0911e+006
8.10698		3.12569e+006
8.11598		3.1509e+006
8.12498		3.14086e+006
8.13398		3.11885e+006
8.14298		3.1069e+006
8.15198		3.09619e+006
8.16098		3.23739e+006
8.16998		3.21621e+006
8.17898		3.14902e+006
8.18798		3.11426e+006
8.19698		3.13105e+006
8.20598		3.07263e+006
8.21498		3.12097e+006
8.22398		3.09628e+006
8.23298		3.13623e+006
8.24198		3.11998e+006
8.25098		3.03522e+006
8.25998		2.99872e+006
8.26898		3.19665e+006
8.27798		3.17955e+006
8.28697		3.16488e+006
8.29597		3.14147e+006
8.30497		3.11059e+006
8.31397		3.13476e+006
8.32297		3.08157e+006
8.33197		3.11374e+006
8.34097		3.1063e+006
8.34997		3.10351e+006
8.35897		3.06417e+006
8.36797		3.0463e+006
8.37697		3.06227e+006
8.38597		2.99824e+006
8.39497		2.98431e+006
8.40397		2.95836e+006
8.41297		2.92503e+006
8.42197		2.97072e+006
8.43097		2.96129e+006
8.43997		3.07296e+006
8.44897		2.90935e+006
8.45797		2.91527e+006
8.46697		2.90114e+006
8.47597		2.88364e+006
8.48497		2.87788e+006
8.49397		3.02773e+006
8.50297		2.99807e+006
8.51197		4.01759e+006
8.52097		3.95032e+006
8.52997		3.94173e+006
8.53897		3.8658e+006
8.54797		3.81879e+006
8.55697		3.75627e+006
8.56597		3.71445e+006
8.57497		3.6583e+006
8.58397		3.72554e+006
8.59297		3.69568e+006
8.60197		3.72567e+006
8.61097		4.00853e+006
8.61997		3.93235e+006
8.62897		3.86917e+006
8.63797		3.85001e+006
8.64697		3.90463e+006
8.65597		3.91991e+006
8.66497		4.08355e+006
8.67397		3.98356e+006
8.68297		3.96091e+006
8.69197		3.93307e+006
8.70097		3.90614e+006
8.70997		3.94259e+006
8.71897		3.9376e+006
8.72797		4.03414e+006
8.73697		4.24724e+006
8.74597		4.21958e+006
8.75497		4.06764e+006
8.76397		4.08581e+006
8.77297		4.08602e+006
8.78197		4.06963e+006
8.79097		4.06782e+006
8.79996		4.03851e+006
8.80896		4.0613e+006
8.81796		4.05918e+006
8.82696		4.07988e+006
8.83596		4.03344e+006
8.84496		3.9812e+006
8.85396		4.57887e+006
8.86296		4.5556e+006
8.87196		4.61459e+006
8.88096		4.6498e+006
8.88996		4.60162e+006
8.89896		4.56357e+006
8.90796		4.53238e+006
8.91696		4.50605e+006
8.92596		4.50489e+006
8.93496		4.47675e+006
8.94396		4.43045e+006
8.95296		4.35301e+006
8.96196		4.3373e+006
8.97096		4.48359e+006
8.97996		4.62623e+006
8.98896		4.66266e+006
8.99796		4.60798e+006
9.00696		4.72612e+006
9.01596		4.68979e+006
9.02496		4.63609e+006
9.03396		4.747e+006
9.04296		4.67778e+006
9.05196		4.64588e+006
9.06096		5.3486e+006
9.06996		5.45094e+006
9.07896		5.49918e+006
9.08796		5.48329e+006
9.09696		5.80847e+006
9.10596		5.86321e+006
9.11496		5.881e+006
9.12396		5.50542e+006
9.13296		5.43282e+006
9.14196		5.69647e+006
9.15096		5.7565e+006
9.15996		5.69326e+006
9.16896		5.59345e+006
9.17796		5.55924e+006
9.18696		5.93933e+006
9.19596		5.91449e+006
9.20496		6.55618e+006
9.21396		6.42991e+006
9.22296		6.50234e+006
9.23196		7.01806e+006
9.24096		5.84601e+006
9.24996		5.9926e+006
9.25896		4.10415e+006
9.26796		4.07011e+006
9.27696		4.41519e+006
9.28596		4.38515e+006
9.29496		4.15415e+006
9.30396		4.12107e+006
9.31295		4.1296e+006
9.32195		4.05175e+006
9.33095		3.97146e+006
9.33995		3.92001e+006
9.34895		3.85383e+006
9.35795		3.69786e+006
9.36695		3.72828e+006
9.37595		3.72039e+006
9.38495		3.7002e+006
9.39395		3.71153e+006
9.40295		3.71888e+006
9.41195		3.65537e+006
9.42095		3.6471e+006
9.42995		3.53064e+006
9.43895		3.48073e+006
9.44795		3.49571e+006
9.45695		3.4588e+006
9.46595		3.5219e+006
9.47495		3.31409e+006
9.48395		3.2852e+006
9.49295		3.30633e+006
9.50195		3.2957e+006
9.51095		3.43753e+006
9.51995		3.41998e+006
9.52895		3.39247e+006
9.53795		3.31488e+006
9.54695		3.26918e+006
9.55595		3.24133e+006
9.56495		3.20693e+006
9.57395		3.23354e+006
9.58295		3.08393e+006
9.59195		3.0736e+006
9.60095		3.06175e+006
9.60995		3.09711e+006
9.61895		3.14798e+006
9.62795		3.21619e+006
9.63695		3.18331e+006
9.64595		3.16256e+006
9.65495		3.1392e+006
9.66395		3.15644e+006
9.67295		3.10748e+006
9.68195		2.98367e+006
9.69095		3.01156e+006
9.69995		2.98483e+006
9.70895		2.96559e+006
9.71795		2.97089e+006
9.72695		2.93168e+006
9.73595		3.01891e+006
9.74495		2.98996e+006
9.75395		2.96204e+006
9.76295		3.13049e+006
9.77195		3.12555e+006
9.78095		2.9646e+006
9.78995		2.94133e+006
9.79895		2.93046e+006
9.80795		2.88546e+006
9.81695		2.87378e+006
9.82594		2.86287e+006
9.83494		2.81695e+006
9.84394		2.7607e+006
9.85294		2.76714e+006
9.86194		2.67745e+006
9.87094		2.69874e+006
9.87994		2.70664e+006
9.88894		2.68719e+006
9.89794		2.66011e+006
9.90694		2.74968e+006
9.91594		2.87915e+006
9.92494		2.8739e+006
9.93394		2.83044e+006
9.94294		2.85004e+006
9.95194		2.70441e+006
9.96094		2.6551e+006
9.96994		2.63528e+006
9.97894		2.62319e+006
9.98794		2.60662e+006
9.99694		2.6124e+006
